SETTLEMENT DATE,CUSIP,SYMBOL,QUANTITY (FAILS),DESCRIPTION,PRICE
20230717,36467W109,GME,1491.0,GAMESTOP CORP (HLDG CO) CL A,22.97
20230718,36467W109,GME,12233.0,GAMESTOP CORP (HLDG CO) CL A,22.82
20230719,36467W109,GME,63324.0,GAMESTOP CORP (HLDG CO) CL A,23.08
20230720,36467W109,GME,31830.0,GAMESTOP CORP (HLDG CO) CL A,23.17
20230721,36467W109,GME,1851.0,GAMESTOP CORP (HLDG CO) CL A,22.91
20230724,36467W109,GME,7654.0,GAMESTOP CORP (HLDG CO) CL A,22.18
20230725,36467W109,GME,1859.0,GAMESTOP CORP (HLDG CO) CL A,23.04
20230726,36467W109,GME,702.0,GAMESTOP CORP (HLDG CO) CL A,22.85
20230727,36467W109,GME,23003.0,GAMESTOP CORP (HLDG CO) CL A,22.70
20230728,36467W109,GME,4677.0,GAMESTOP CORP (HLDG CO) CL A,22.22
20230731,36467W109,GME,2796.0,GAMESTOP CORP (HLDG CO) CL A,21.93
20230801,36467W109,GME,151.0,GAMESTOP CORP (HLDG CO) CL A,22.20
20230802,36467W109,GME,4484.0,GAMESTOP CORP (HLDG CO) CL A,21.50
20230803,36467W109,GME,2085.0,GAMESTOP CORP (HLDG CO) CL A,20.83
20230804,36467W109,GME,3717.0,GAMESTOP CORP (HLDG CO) CL A,20.93
20230807,36467W109,GME,8580.0,GAMESTOP CORP (HLDG CO) CL A,20.98
20230808,36467W109,GME,7401.0,GAMESTOP CORP (HLDG CO) CL A,21.07
20230809,36467W109,GME,6662.0,GAMESTOP CORP (HLDG CO) CL A,20.74
20230810,36467W109,GME,778.0,GAMESTOP CORP (HLDG CO) CL A,19.93
20230811,36467W109,GME,7373.0,GAMESTOP CORP (HLDG CO) CL A,20.19
20230814,36467W109,GME,2753.0,GAMESTOP CORP (HLDG CO) CL A,20.19
20230815,36467W109,GME,204.0,GAMESTOP CORP (HLDG CO) CL A,19.96
20230816,36467W109,GME,353482.0,GAMESTOP CORP (HLDG CO) CL A,19.33
20230817,36467W109,GME,490.0,GAMESTOP CORP (HLDG CO) CL A,18.59
20230821,36467W109,GME,140815.0,GAMESTOP CORP (HLDG CO) CL A,18.36
20230822,36467W109,GME,82901.0,GAMESTOP CORP (HLDG CO) CL A,18.48
20230823,36467W109,GME,11072.0,GAMESTOP CORP (HLDG CO) CL A,17.26
20230824,36467W109,GME,3650.0,GAMESTOP CORP (HLDG CO) CL A,16.89
20230825,36467W109,GME,5283.0,GAMESTOP CORP (HLDG CO) CL A,16.36
20230828,36467W109,GME,7226.0,GAMESTOP CORP (HLDG CO) CL A,17.13
20230829,36467W109,GME,31.0,GAMESTOP CORP (HLDG CO) CL A,17.57
20230830,36467W109,GME,450.0,GAMESTOP CORP (HLDG CO) CL A,18.24
20230915,36467W109,GME,23687.0,GAMESTOP CORP (HLDG CO) CL A,18.33
20230918,36467W109,GME,35645.0,GAMESTOP CORP (HLDG CO) CL A,18.22
20230919,36467W109,GME,520767.0,GAMESTOP CORP (HLDG CO) CL A,17.55
20230920,36467W109,GME,4914.0,GAMESTOP CORP (HLDG CO) CL A,17.52
20230922,36467W109,GME,5160.0,GAMESTOP CORP (HLDG CO) CL A,17.02
20230925,36467W109,GME,243.0,GAMESTOP CORP (HLDG CO) CL A,17.18
20230926,36467W109,GME,5744.0,GAMESTOP CORP (HLDG CO) CL A,17.67
20230927,36467W109,GME,20928.0,GAMESTOP CORP (HLDG CO) CL A,16.78
20230928,36467W109,GME,10484.0,GAMESTOP CORP (HLDG CO) CL A,17.15
20230929,36467W109,GME,1895.0,GAMESTOP CORP (HLDG CO) CL A,16.84
20231003,36467W109,GME,1671.0,GAMESTOP CORP (HLDG CO) CL A,15.39
20231004,36467W109,GME,5782.0,GAMESTOP CORP (HLDG CO) CL A,14.60
20231010,36467W109,GME,29950.0,GAMESTOP CORP (HLDG CO) CL A,15.40
20231011,36467W109,GME,22197.0,GAMESTOP CORP (HLDG CO) CL A,16.00
20231012,36467W109,GME,14792.0,GAMESTOP CORP (HLDG CO) CL A,15.82
20231016,36467W109,GME,2474.0,GAMESTOP CORP (HLDG CO) CL A,14.92
20231017,36467W109,GME,591.0,GAMESTOP CORP (HLDG CO) CL A,14.43
20231020,36467W109,GME,8.0,GAMESTOP CORP (HLDG CO) CL A,13.16
20231023,36467W109,GME,14051.0,GAMESTOP CORP (HLDG CO) CL A,13.44
20231025,36467W109,GME,6076.0,GAMESTOP CORP (HLDG CO) CL A,14.04
20231026,36467W109,GME,8389.0,GAMESTOP CORP (HLDG CO) CL A,13.71
20231027,36467W109,GME,1046.0,GAMESTOP CORP (HLDG CO) CL A,13.50
20231030,36467W109,GME,45814.0,GAMESTOP CORP (HLDG CO) CL A,13.12
20231031,36467W109,GME,69021.0,GAMESTOP CORP (HLDG CO) CL A,12.80
20231102,36467W109,GME,20290.0,GAMESTOP CORP (HLDG CO) CL A,13.01
20231106,36467W109,GME,8189.0,GAMESTOP CORP (HLDG CO) CL A,13.87
20231107,36467W109,GME,9279.0,GAMESTOP CORP (HLDG CO) CL A,13.53
20231108,36467W109,GME,941.0,GAMESTOP CORP (HLDG CO) CL A,13.64
20231109,36467W109,GME,1407.0,GAMESTOP CORP (HLDG CO) CL A,13.28
20231110,36467W109,GME,3031.0,GAMESTOP CORP (HLDG CO) CL A,12.70
20231113,36467W109,GME,15308.0,GAMESTOP CORP (HLDG CO) CL A,12.54
20231114,36467W109,GME,8018.0,GAMESTOP CORP (HLDG CO) CL A,12.14
20231115,36467W109,GME,2555.0,GAMESTOP CORP (HLDG CO) CL A,12.90
20231116,36467W109,GME,16803.0,GAMESTOP CORP (HLDG CO) CL A,13.27
20231117,36467W109,GME,190213.0,GAMESTOP CORP (HLDG CO) CL A,12.53
20231120,36467W109,GME,8.0,GAMESTOP CORP (HLDG CO) CL A,13.03
20231121,36467W109,GME,7551.0,GAMESTOP CORP (HLDG CO) CL A,12.80
20231122,36467W109,GME,4147.0,GAMESTOP CORP (HLDG CO) CL A,12.55
20231124,36467W109,GME,16113.0,GAMESTOP CORP (HLDG CO) CL A,12.29
20231128,36467W109,GME,5240.0,GAMESTOP CORP (HLDG CO) CL A,11.91
20231129,36467W109,GME,3280.0,GAMESTOP CORP (HLDG CO) CL A,13.49
20231130,36467W109,GME,263152.0,GAMESTOP CORP (HLDG CO) CL A,16.25
20231201,36467W109,GME,5316.0,GAMESTOP CORP (HLDG CO) CL A,14.55
20231204,36467W109,GME,174645.0,GAMESTOP CORP (HLDG CO) CL A,15.30
20231205,36467W109,GME,112656.0,GAMESTOP CORP (HLDG CO) CL A,16.98
20231206,36467W109,GME,187960.0,GAMESTOP CORP (HLDG CO) CL A,14.91
20231207,36467W109,GME,434914.0,GAMESTOP CORP (HLDG CO) CL A,14.84
20231208,36467W109,GME,244264.0,GAMESTOP CORP (HLDG CO) CL A,16.36
20231211,36467W109,GME,38034.0,GAMESTOP CORP (HLDG CO) CL A,15.55
20231212,36467W109,GME,7723.0,GAMESTOP CORP (HLDG CO) CL A,15.07
20231213,36467W109,GME,4642.0,GAMESTOP CORP (HLDG CO) CL A,15.22
20231214,36467W109,GME,56615.0,GAMESTOP CORP (HLDG CO) CL A,16.69
20231215,36467W109,GME,15764.0,GAMESTOP CORP (HLDG CO) CL A,17.44
20231218,36467W109,GME,84932.0,GAMESTOP CORP (HLDG CO) CL A,17.26
20231219,36467W109,GME,279952.0,GAMESTOP CORP (HLDG CO) CL A,17.86
20231220,36467W109,GME,92685.0,GAMESTOP CORP (HLDG CO) CL A,17.72
20231221,36467W109,GME,106255.0,GAMESTOP CORP (HLDG CO) CL A,16.93
20231222,36467W109,GME,99921.0,GAMESTOP CORP (HLDG CO) CL A,16.98
20231226,36467W109,GME,81168.0,GAMESTOP CORP (HLDG CO) CL A,16.97
20231227,36467W109,GME,4640.0,GAMESTOP CORP (HLDG CO) CL A,17.36
20231228,36467W109,GME,38622.0,GAMESTOP CORP (HLDG CO) CL A,18.37
20231229,36467W109,GME,33326.0,GAMESTOP CORP (HLDG CO) CL A,18.07
20240102,36467W109,GME,8342.0,GAMESTOP CORP (HLDG CO) CL A,17.53
20240103,36467W109,GME,12576.0,GAMESTOP CORP (HLDG CO) CL A,16.67
20240104,36467W109,GME,17857.0,GAMESTOP CORP (HLDG CO) CL A,16.69
20240105,36467W109,GME,5869.0,GAMESTOP CORP (HLDG CO) CL A,16.36
20240108,36467W109,GME,78626.0,GAMESTOP CORP (HLDG CO) CL A,15.96
20240109,36467W109,GME,100909.0,GAMESTOP CORP (HLDG CO) CL A,15.79
20240110,36467W109,GME,6306.0,GAMESTOP CORP (HLDG CO) CL A,15.16
20240111,36467W109,GME,50371.0,GAMESTOP CORP (HLDG CO) CL A,15.73
20240112,36467W109,GME,9035.0,GAMESTOP CORP (HLDG CO) CL A,15.25
20240116,36467W109,GME,7631.0,GAMESTOP CORP (HLDG CO) CL A,14.75
20240117,36467W109,GME,38557.0,GAMESTOP CORP (HLDG CO) CL A,13.98
20240118,36467W109,GME,7264.0,GAMESTOP CORP (HLDG CO) CL A,14.08
20240119,36467W109,GME,484.0,GAMESTOP CORP (HLDG CO) CL A,14.29
20240122,36467W109,GME,23946.0,GAMESTOP CORP (HLDG CO) CL A,14.51
20240123,36467W109,GME,56227.0,GAMESTOP CORP (HLDG CO) CL A,14.90
20240124,36467W109,GME,181982.0,GAMESTOP CORP (HLDG CO) CL A,14.18
20240125,36467W109,GME,45448.0,GAMESTOP CORP (HLDG CO) CL A,13.95
20240126,36467W109,GME,67953.0,GAMESTOP CORP (HLDG CO) CL A,14.52
20240129,36467W109,GME,13468.0,GAMESTOP CORP (HLDG CO) CL A,14.49
20240130,36467W109,GME,17569.0,GAMESTOP CORP (HLDG CO) CL A,14.78
20240131,36467W109,GME,23469.0,GAMESTOP CORP (HLDG CO) CL A,14.55
20240201,36467W109,GME,7656.0,GAMESTOP CORP (HLDG CO) CL A,14.23
20240206,36467W109,GME,32790.0,GAMESTOP CORP (HLDG CO) CL A,13.46
20240207,36467W109,GME,47036.0,GAMESTOP CORP (HLDG CO) CL A,14.10
20240208,36467W109,GME,30679.0,GAMESTOP CORP (HLDG CO) CL A,14.07
20240209,36467W109,GME,4808.0,GAMESTOP CORP (HLDG CO) CL A,14.35
20240212,36467W109,GME,632.0,GAMESTOP CORP (HLDG CO) CL A,14.66
20240213,36467W109,GME,1905.0,GAMESTOP CORP (HLDG CO) CL A,14.73
20240214,36467W109,GME,14595.0,GAMESTOP CORP (HLDG CO) CL A,14.17
20240215,36467W109,GME,1500.0,GAMESTOP CORP (HLDG CO) CL A,14.41
20240216,36467W109,GME,27576.0,GAMESTOP CORP (HLDG CO) CL A,14.51
20240220,36467W109,GME,34417.0,GAMESTOP CORP (HLDG CO) CL A,14.12
20240221,36467W109,GME,8873.0,GAMESTOP CORP (HLDG CO) CL A,13.49
20240222,36467W109,GME,199.0,GAMESTOP CORP (HLDG CO) CL A,13.41
20240223,36467W109,GME,270.0,GAMESTOP CORP (HLDG CO) CL A,13.36
20240226,36467W109,GME,4813.0,GAMESTOP CORP (HLDG CO) CL A,13.51
20240227,36467W109,GME,42387.0,GAMESTOP CORP (HLDG CO) CL A,13.68
20240229,36467W109,GME,8796.0,GAMESTOP CORP (HLDG CO) CL A,14.24
20240301,36467W109,GME,9169.0,GAMESTOP CORP (HLDG CO) CL A,14.27
20240305,36467W109,GME,17203.0,GAMESTOP CORP (HLDG CO) CL A,15.22
20240306,36467W109,GME,1621.0,GAMESTOP CORP (HLDG CO) CL A,15.00
20240307,36467W109,GME,9912.0,GAMESTOP CORP (HLDG CO) CL A,15.26
20240308,36467W109,GME,5019.0,GAMESTOP CORP (HLDG CO) CL A,15.26
20240311,36467W109,GME,3502.0,GAMESTOP CORP (HLDG CO) CL A,14.65
20240313,36467W109,GME,57.0,GAMESTOP CORP (HLDG CO) CL A,14.72
20240314,36467W109,GME,10118.0,GAMESTOP CORP (HLDG CO) CL A,14.87
20240315,36467W109,GME,7851.0,GAMESTOP CORP (HLDG CO) CL A,14.63
20240318,36467W109,GME,13511.0,GAMESTOP CORP (HLDG CO) CL A,14.24
20240319,36467W109,GME,58417.0,GAMESTOP CORP (HLDG CO) CL A,13.91
20240320,36467W109,GME,158.0,GAMESTOP CORP (HLDG CO) CL A,13.41
20240321,36467W109,GME,7.0,GAMESTOP CORP (HLDG CO) CL A,13.48
20240325,36467W109,GME,1385.0,GAMESTOP CORP (HLDG CO) CL A,13.10
20240326,36467W109,GME,2736.0,GAMESTOP CORP (HLDG CO) CL A,15.12
20240327,36467W109,GME,37681.0,GAMESTOP CORP (HLDG CO) CL A,15.50
20240328,36467W109,GME,360290.0,GAMESTOP CORP (HLDG CO) CL A,13.17
20240402,36467W109,GME,214199.0,GAMESTOP CORP (HLDG CO) CL A,11.99
20240403,36467W109,GME,155.0,GAMESTOP CORP (HLDG CO) CL A,11.28
20240404,36467W109,GME,240.0,GAMESTOP CORP (HLDG CO) CL A,11.38
20240405,36467W109,GME,122793.0,GAMESTOP CORP (HLDG CO) CL A,11.53
20240408,36467W109,GME,57317.0,GAMESTOP CORP (HLDG CO) CL A,11.25
20240409,36467W109,GME,95371.0,GAMESTOP CORP (HLDG CO) CL A,10.83
20240410,36467W109,GME,68011.0,GAMESTOP CORP (HLDG CO) CL A,11.01
20240411,36467W109,GME,152169.0,GAMESTOP CORP (HLDG CO) CL A,10.85
20240412,36467W109,GME,44718.0,GAMESTOP CORP (HLDG CO) CL A,11.29
20240415,36467W109,GME,51674.0,GAMESTOP CORP (HLDG CO) CL A,10.77
20240416,36467W109,GME,23127.0,GAMESTOP CORP (HLDG CO) CL A,10.06
20240417,36467W109,GME,80587.0,GAMESTOP CORP (HLDG CO) CL A,10.37
20240418,36467W109,GME,15066.0,GAMESTOP CORP (HLDG CO) CL A,10.30
20240419,36467W109,GME,14164.0,GAMESTOP CORP (HLDG CO) CL A,10.31
20240422,36467W109,GME,3306.0,GAMESTOP CORP (HLDG CO) CL A,10.42
20240423,36467W109,GME,2303.0,GAMESTOP CORP (HLDG CO) CL A,10.01
20240424,36467W109,GME,1267.0,GAMESTOP CORP (HLDG CO) CL A,10.16
20240425,36467W109,GME,102.0,GAMESTOP CORP (HLDG CO) CL A,10.93
20240426,36467W109,GME,866.0,GAMESTOP CORP (HLDG CO) CL A,11.21
20240429,36467W109,GME,17862.0,GAMESTOP CORP (HLDG CO) CL A,11.90
20240430,36467W109,GME,75357.0,GAMESTOP CORP (HLDG CO) CL A,11.29
20240501,36467W109,GME,8167.0,GAMESTOP CORP (HLDG CO) CL A,11.09
20240502,36467W109,GME,6793.0,GAMESTOP CORP (HLDG CO) CL A,10.91
20240503,36467W109,GME,941.0,GAMESTOP CORP (HLDG CO) CL A,12.76
20240506,36467W109,GME,186627.0,GAMESTOP CORP (HLDG CO) CL A,16.47
20240507,36467W109,GME,433054.0,GAMESTOP CORP (HLDG CO) CL A,16.31
20240508,36467W109,GME,525493.0,GAMESTOP CORP (HLDG CO) CL A,16.31
20240509,36467W109,GME,366850.0,GAMESTOP CORP (HLDG CO) CL A,15.92
20240510,36467W109,GME,223129.0,GAMESTOP CORP (HLDG CO) CL A,18.01
20240513,36467W109,GME,152482.0,GAMESTOP CORP (HLDG CO) CL A,17.46
20240514,36467W109,GME,344501.0,GAMESTOP CORP (HLDG CO) CL A,30.45
20240515,36467W109,GME,571602.0,GAMESTOP CORP (HLDG CO) CL A,48.75
20240516,36467W109,GME,22407.0,GAMESTOP CORP (HLDG CO) CL A,39.55
20240517,36467W109,GME,82732.0,GAMESTOP CORP (HLDG CO) CL A,27.67
20240520,36467W109,GME,1143.0,GAMESTOP CORP (HLDG CO) CL A,22.21
20240521,36467W109,GME,51196.0,GAMESTOP CORP (HLDG CO) CL A,23.14
20240522,36467W109,GME,160.0,GAMESTOP CORP (HLDG CO) CL A,22.12
20240523,36467W109,GME,55.0,GAMESTOP CORP (HLDG CO) CL A,21.12
20240528,36467W109,GME,211603.0,GAMESTOP CORP (HLDG CO) CL A,19.00
20240529,36467W109,GME,7425.0,GAMESTOP CORP (HLDG CO) CL A,23.78
20240531,36467W109,GME,9629.0,GAMESTOP CORP (HLDG CO) CL A,22.61
20240603,36467W109,GME,135641.0,GAMESTOP CORP (HLDG CO) CL A,23.14
20240604,36467W109,GME,35959.0,GAMESTOP CORP (HLDG CO) CL A,28.00
20240605,36467W109,GME,92853.0,GAMESTOP CORP (HLDG CO) CL A,26.50
20240606,36467W109,GME,276.0,GAMESTOP CORP (HLDG CO) CL A,31.57
20240607,36467W109,GME,242827.0,GAMESTOP CORP (HLDG CO) CL A,46.55
20240610,36467W109,GME,74712.0,GAMESTOP CORP (HLDG CO) CL A,28.22
20240613,36467W109,GME,352476.0,GAMESTOP CORP (HLDG CO) CL A,25.46
20240614,36467W109,GME,4142.0,GAMESTOP CORP (HLDG CO) CL A,29.12
20220418,36467W109,GME,17137.0,GAMESTOP CORP (HLDG CO) CL A,150.77
20220419,36467W109,GME,57681.0,GAMESTOP CORP (HLDG CO) CL A,141.46
20220420,36467W109,GME,17674.0,GAMESTOP CORP (HLDG CO) CL A,152.47
20220421,36467W109,GME,17861.0,GAMESTOP CORP (HLDG CO) CL A,148.85
20220422,36467W109,GME,22057.0,GAMESTOP CORP (HLDG CO) CL A,141.56
20220425,36467W109,GME,49459.0,GAMESTOP CORP (HLDG CO) CL A,138.22
20220426,36467W109,GME,6212.0,GAMESTOP CORP (HLDG CO) CL A,135.95
20220427,36467W109,GME,6504.0,GAMESTOP CORP (HLDG CO) CL A,127.60
20220428,36467W109,GME,4084.0,GAMESTOP CORP (HLDG CO) CL A,129.84
20220429,36467W109,GME,2317.0,GAMESTOP CORP (HLDG CO) CL A,129.31
