Date,Close/Last,Volume,Open,High,Low
03/10/2023,$38.80,3769912,$39.79,$39.80,$38.095
03/09/2023,$39.88,4320186,$40.03,$40.775,$39.47
03/08/2023,$40.30,3031641,$40.81,$41.35,$39.83
03/07/2023,$41.08,2894444,$40.39,$42.127,$40.18
03/06/2023,$40.43,2377938,$40.45,$41.93,$40.20
03/03/2023,$40.30,2500601,$40.18,$40.69,$39.82
03/02/2023,$40.00,2783618,$39.13,$40.17,$38.98
03/01/2023,$39.54,2283214,$40.53,$40.61,$39.36
02/28/2023,$40.55,3058635,$40.50,$40.71,$39.8723
02/27/2023,$40.84,4001077,$39.86,$40.98,$39.50
02/24/2023,$39.56,3767321,$39.10,$39.80,$39.02
02/23/2023,$39.76,5184835,$40.41,$40.67,$38.281
02/22/2023,$40.33,3494032,$40.60,$41.53,$39.80
02/21/2023,$40.60,5309946,$43.69,$43.7199,$40.47
02/17/2023,$44.61,6942482,$47.17,$47.37,$44.51
02/16/2023,$47.23,3038912,$48.05,$49.2899,$47.06
02/15/2023,$49.07,3317980,$47.85,$49.54,$47.50
02/14/2023,$47.89,3753902,$46.20,$48.40,$45.75
02/13/2023,$46.68,3490689,$45.32,$47.83,$45.01
02/10/2023,$45.10,2997000,$44.85,$46.21,$44.06
02/09/2023,$45.16,2888858,$46.38,$46.72,$44.75
02/08/2023,$45.83,2606699,$46.81,$46.96,$45.80
02/07/2023,$46.77,5086949,$47.55,$47.63,$45.02
02/06/2023,$48.17,3294912,$48.19,$49.65,$48.00
02/03/2023,$48.73,5811754,$47.76,$52.88,$47.19
02/02/2023,$49.40,4506203,$48.25,$49.51,$44.00
02/01/2023,$47.02,4266839,$45.00,$47.615,$44.02
01/31/2023,$45.06,3966154,$43.51,$45.16,$43.41
01/30/2023,$43.26,4712806,$45.28,$46.319,$43.07
01/27/2023,$45.91,10642010,$46.33,$47.55,$45.2008
01/26/2023,$43.97,3246772,$47.56,$47.60,$43.77
01/25/2023,$44.81,4285161,$41.79,$45.14,$41.21
01/24/2023,$43.50,3747943,$43.00,$44.5522,$43.00
01/23/2023,$43.42,5065026,$42.09,$44.37,$41.76
01/20/2023,$41.33,3201017,$40.14,$41.68,$39.97
01/19/2023,$39.90,4710399,$40.50,$40.73,$39.13
01/18/2023,$41.92,4469864,$43.78,$44.9738,$41.73
01/17/2023,$43.92,3227297,$43.66,$44.60,$43.14
01/13/2023,$43.76,2809788,$42.93,$44.43,$42.70
